trip_id,gender,starttime,stoptime,tripduration,temperature,events,from_station_id,dpcapacity_start,to_station_id,dpcapacity_end
2352032,Male,2014-06-30 17:08:00,2014-06-30 17:29:00,20.75,84.0,cloudy,134,19.0,23,15.0
2352031,Female,2014-06-30 17:08:00,2014-06-30 17:17:00,8.216666666666667,84.0,cloudy,36,31.0,98,15.0
2352030,Male,2014-06-30 17:08:00,2014-06-30 17:15:00,6.333333333333332,84.0,cloudy,77,23.0,80,19.0
2352028,Female,2014-06-30 17:08:00,2014-06-30 17:41:00,33.15,84.0,cloudy,199,15.0,305,15.0
2352027,Male,2014-06-30 17:08:00,2014-06-30 17:32:00,23.68333333333333,84.0,cloudy,43,43.0,324,15.0
2352026,Male,2014-06-30 17:08:00,2014-06-30 17:18:00,9.366666666666667,84.0,cloudy,195,31.0,91,31.0
2352024,Female,2014-06-30 17:08:00,2014-06-30 17:15:00,6.566666666666666,84.0,cloudy,45,15.0,59,19.0
2352023,Male,2014-06-30 17:08:00,2014-06-30 17:17:00,8.5,84.0,cloudy,284,23.0,273,15.0
2352021,Male,2014-06-30 17:06:00,2014-06-30 17:20:00,13.716666666666667,84.0,cloudy,264,19.0,192,39.0
2352020,Male,2014-06-30 17:06:00,2014-06-30 17:15:00,9.116666666666667,84.0,cloudy,264,19.0,212,31.0
2352019,Female,2014-06-30 17:08:00,2014-06-30 17:29:00,20.966666666666665,84.0,cloudy,21,15.0,17,15.0
2352018,Male,2014-06-30 17:08:00,2014-06-30 17:20:00,11.683333333333335,84.0,cloudy,243,15.0,253,15.0
2352014,Male,2014-06-30 17:08:00,2014-06-30 17:21:00,13.066666666666665,84.0,cloudy,286,23.0,26,31.0
2352013,Male,2014-06-30 17:08:00,2014-06-30 17:23:00,15.15,84.0,cloudy,99,19.0,50,27.0
2352012,Male,2014-06-30 17:08:00,2014-06-30 17:19:00,11.2,84.0,cloudy,192,39.0,112,15.0
2352011,Male,2014-06-30 17:08:00,2014-06-30 17:14:00,5.7,84.0,cloudy,37,19.0,284,23.0
2352010,Female,2014-06-30 17:08:00,2014-06-30 17:32:00,24.35,84.0,cloudy,43,43.0,324,15.0
2352009,Female,2014-06-30 17:08:00,2014-06-30 17:27:00,18.766666666666666,84.0,cloudy,344,15.0,304,15.0
2352006,Male,2014-06-30 17:08:00,2014-06-30 17:15:00,6.95,84.0,cloudy,43,43.0,50,27.0
2352005,Male,2014-06-30 17:07:00,2014-06-30 17:17:00,9.633333333333333,84.0,cloudy,43,43.0,91,31.0
2352003,Male,2014-06-30 17:08:00,2014-06-30 17:25:00,17.45,84.0,cloudy,50,27.0,176,19.0
2352002,Female,2014-06-30 17:08:00,2014-06-30 17:22:00,14.183333333333335,84.0,cloudy,56,19.0,214,15.0
2351998,Male,2014-06-30 17:07:00,2014-06-30 17:19:00,11.283333333333333,84.0,cloudy,244,19.0,231,15.0
2351997,Male,2014-06-30 17:08:00,2014-06-30 17:17:00,9.616666666666667,84.0,cloudy,48,27.0,91,31.0
2351995,Male,2014-06-30 17:08:00,2014-06-30 17:24:00,16.6,84.0,cloudy,289,19.0,232,23.0
2351994,Female,2014-06-30 17:03:00,2014-06-30 17:18:00,14.066666666666665,84.0,cloudy,228,11.0,117,23.0
2351992,Male,2014-06-30 17:07:00,2014-06-30 17:12:00,4.05,84.0,cloudy,86,15.0,54,19.0
2351991,Female,2014-06-30 17:07:00,2014-06-30 17:16:00,9.233333333333333,84.0,cloudy,287,27.0,48,27.0
2351990,Male,2014-06-30 17:07:00,2014-06-30 17:20:00,12.783333333333333,84.0,cloudy,100,23.0,301,19.0
2351989,Male,2014-06-30 17:07:00,2014-06-30 17:17:00,9.233333333333333,84.0,cloudy,37,19.0,72,15.0
2351987,Female,2014-06-30 17:07:00,2014-06-30 17:21:00,14.4,84.0,cloudy,36,31.0,46,19.0
2351985,Male,2014-06-30 17:07:00,2014-06-30 17:22:00,14.166666666666664,84.0,cloudy,289,19.0,58,19.0
2351979,Male,2014-06-30 17:07:00,2014-06-30 17:15:00,8.183333333333334,84.0,cloudy,49,27.0,77,23.0
2351978,Male,2014-06-30 17:07:00,2014-06-30 17:12:00,4.633333333333334,84.0,cloudy,287,27.0,43,43.0
2351977,Male,2014-06-30 17:05:00,2014-06-30 17:21:00,16.4,84.0,cloudy,191,23.0,349,15.0
2351976,Female,2014-06-30 17:04:00,2014-06-30 17:09:00,4.65,84.0,cloudy,191,23.0,198,19.0
2351975,Male,2014-06-30 17:03:00,2014-06-30 17:09:00,5.333333333333333,84.0,cloudy,191,23.0,197,19.0
2351973,Female,2014-06-30 17:07:00,2014-06-30 17:21:00,14.316666666666665,84.0,cloudy,23,15.0,340,15.0
2351968,Female,2014-06-30 17:07:00,2014-06-30 17:22:00,15.55,84.0,cloudy,48,27.0,332,15.0
2351967,Male,2014-06-30 17:04:00,2014-06-30 17:07:00,2.8666666666666667,84.0,cloudy,250,19.0,153,19.0
2351964,Male,2014-06-30 17:07:00,2014-06-30 17:22:00,15.5,84.0,cloudy,176,19.0,127,15.0
2351961,Female,2014-06-30 17:07:00,2014-06-30 17:30:00,22.78333333333333,84.0,cloudy,244,19.0,143,15.0
2351960,Male,2014-06-30 17:07:00,2014-06-30 17:23:00,15.883333333333333,84.0,cloudy,286,23.0,289,19.0
2351957,Male,2014-06-30 17:07:00,2014-06-30 17:21:00,14.2,84.0,cloudy,31,23.0,140,19.0
2351955,Female,2014-06-30 17:07:00,2014-06-30 17:26:00,19.683333333333334,84.0,cloudy,50,27.0,14,15.0
2351953,Male,2014-06-30 17:07:00,2014-06-30 17:22:00,15.866666666666667,84.0,cloudy,80,19.0,5,19.0
2351952,Male,2014-06-30 17:07:00,2014-06-30 17:20:00,13.633333333333333,84.0,cloudy,177,15.0,153,19.0
2351950,Female,2014-06-30 17:07:00,2014-06-30 17:30:00,23.53333333333333,84.0,cloudy,100,23.0,158,15.0
2351949,Male,2014-06-30 17:07:00,2014-06-30 17:15:00,8.05,84.0,cloudy,194,11.0,91,31.0
2351948,Male,2014-06-30 17:07:00,2014-06-30 17:15:00,8.583333333333334,84.0,cloudy,98,15.0,199,15.0
2351946,Female,2014-06-30 17:06:00,2014-06-30 17:13:00,7.0166666666666675,84.0,cloudy,68,23.0,191,23.0
2351945,Male,2014-06-30 17:06:00,2014-06-30 17:14:00,7.95,84.0,cloudy,174,23.0,181,31.0
2351944,Male,2014-06-30 17:06:00,2014-06-30 17:19:00,12.85,84.0,cloudy,290,15.0,315,11.0
2351942,Male,2014-06-30 17:03:00,2014-06-30 17:08:00,4.683333333333334,84.0,cloudy,181,31.0,140,19.0
2351941,Male,2014-06-30 17:03:00,2014-06-30 17:12:00,9.633333333333333,84.0,cloudy,181,31.0,283,23.0
2351939,Female,2014-06-30 17:06:00,2014-06-30 17:31:00,24.6,84.0,cloudy,211,19.0,97,35.0
2351937,Female,2014-06-30 17:06:00,2014-06-30 17:18:00,11.35,84.0,cloudy,320,15.0,91,31.0
2351935,Male,2014-06-30 17:06:00,2014-06-30 17:13:00,6.75,84.0,cloudy,174,23.0,346,15.0
2351933,Male,2014-06-30 17:06:00,2014-06-30 17:11:00,4.75,84.0,cloudy,287,27.0,100,23.0
2351932,Female,2014-06-30 17:06:00,2014-06-30 17:18:00,11.966666666666667,84.0,cloudy,327,19.0,58,19.0
2351930,Female,2014-06-30 17:06:00,2014-06-30 17:18:00,11.633333333333333,84.0,cloudy,90,35.0,99,19.0
2351929,Male,2014-06-30 17:06:00,2014-06-30 17:12:00,5.783333333333332,84.0,cloudy,158,15.0,16,11.0
2351928,Male,2014-06-30 17:06:00,2014-06-30 17:22:00,15.466666666666667,84.0,cloudy,331,19.0,192,39.0
2351927,Male,2014-06-30 17:06:00,2014-06-30 17:16:00,9.733333333333333,84.0,cloudy,66,19.0,86,15.0
2351925,Male,2014-06-30 17:06:00,2014-06-30 17:20:00,13.95,84.0,cloudy,255,31.0,108,19.0
2351924,Male,2014-06-30 17:04:00,2014-06-30 17:11:00,7.0166666666666675,84.0,cloudy,134,19.0,55,15.0
2351923,Male,2014-06-30 17:06:00,2014-06-30 17:11:00,5.0,84.0,cloudy,283,23.0,192,39.0
2351922,Male,2014-06-30 17:06:00,2014-06-30 17:26:00,19.866666666666667,84.0,cloudy,77,23.0,349,15.0
2351921,Female,2014-06-30 17:06:00,2014-06-30 17:19:00,13.6,84.0,cloudy,73,19.0,285,15.0
2351920,Male,2014-06-30 17:06:00,2014-06-30 17:11:00,5.616666666666666,84.0,cloudy,36,31.0,164,23.0
2351918,Male,2014-06-30 17:06:00,2014-06-30 17:14:00,8.216666666666667,84.0,cloudy,287,27.0,212,31.0
2351917,Male,2014-06-30 17:06:00,2014-06-30 17:11:00,5.466666666666668,84.0,cloudy,73,19.0,71,15.0
2351915,Male,2014-06-30 17:06:00,2014-06-30 17:14:00,8.7,84.0,cloudy,100,23.0,192,39.0
2351914,Male,2014-06-30 17:06:00,2014-06-30 17:13:00,7.2666666666666675,84.0,cloudy,210,19.0,16,11.0
2351913,Male,2014-06-30 17:06:00,2014-06-30 17:16:00,10.05,84.0,cloudy,31,23.0,52,31.0
2351912,Male,2014-06-30 17:06:00,2014-06-30 17:11:00,5.3,84.0,cloudy,81,39.0,283,23.0
2351910,Male,2014-06-30 17:06:00,2014-06-30 17:15:00,9.15,84.0,cloudy,212,31.0,289,19.0
2351909,Male,2014-06-30 17:06:00,2014-06-30 17:19:00,13.15,84.0,cloudy,195,31.0,192,39.0
2351907,Male,2014-06-30 17:05:00,2014-06-30 17:19:00,13.566666666666665,84.0,cloudy,77,23.0,30,15.0
2351905,Male,2014-06-30 17:05:00,2014-06-30 17:13:00,7.85,84.0,cloudy,195,31.0,174,23.0
2351903,Female,2014-06-30 17:05:00,2014-06-30 17:13:00,8.266666666666667,84.0,cloudy,44,27.0,5,19.0
2351902,Male,2014-06-30 17:05:00,2014-06-30 17:17:00,12.083333333333336,84.0,cloudy,91,31.0,99,19.0
2351901,Male,2014-06-30 17:04:00,2014-06-30 17:12:00,7.7333333333333325,84.0,cloudy,91,31.0,43,43.0
2351900,Female,2014-06-30 17:03:00,2014-06-30 17:16:00,13.183333333333335,84.0,cloudy,91,31.0,346,15.0
2351899,Male,2014-06-30 17:05:00,2014-06-30 17:14:00,8.416666666666666,84.0,cloudy,49,27.0,106,27.0
2351898,Female,2014-06-30 17:05:00,2014-06-30 17:10:00,4.616666666666666,84.0,cloudy,192,39.0,66,19.0
2351897,Male,2014-06-30 17:04:00,2014-06-30 17:16:00,12.716666666666667,84.0,cloudy,52,31.0,75,23.0
2351896,Male,2014-06-30 17:05:00,2014-06-30 17:32:00,26.91666666666667,84.0,cloudy,49,27.0,115,23.0
2351894,Male,2014-06-30 17:05:00,2014-06-30 17:16:00,10.683333333333334,84.0,cloudy,37,19.0,72,15.0
2351893,Female,2014-06-30 17:01:00,2014-06-30 17:34:00,32.36666666666667,84.0,cloudy,73,19.0,229,19.0
2351887,Female,2014-06-30 17:05:00,2014-06-30 17:20:00,15.05,84.0,cloudy,59,19.0,37,19.0
2351885,Male,2014-06-30 17:05:00,2014-06-30 17:09:00,4.2,84.0,cloudy,115,23.0,153,19.0
2351884,Female,2014-06-30 17:05:00,2014-06-30 17:10:00,5.833333333333332,84.0,cloudy,123,15.0,290,15.0
2351882,Male,2014-06-30 17:05:00,2014-06-30 17:16:00,11.083333333333336,84.0,cloudy,44,27.0,106,27.0
2351880,Male,2014-06-30 17:04:00,2014-06-30 17:17:00,12.15,84.0,cloudy,177,15.0,114,27.0
2351879,Male,2014-06-30 17:04:00,2014-06-30 17:09:00,4.383333333333334,84.0,cloudy,54,19.0,350,15.0
2351878,Male,2014-06-30 17:04:00,2014-06-30 17:09:00,4.816666666666666,84.0,cloudy,37,19.0,5,19.0
2351877,Male,2014-06-30 17:04:00,2014-06-30 17:14:00,9.883333333333333,84.0,cloudy,100,23.0,48,27.0
2351873,Male,2014-06-30 17:04:00,2014-06-30 17:12:00,7.583333333333332,84.0,cloudy,77,23.0,50,27.0
2351871,Male,2014-06-30 17:04:00,2014-06-30 17:15:00,10.516666666666667,84.0,cloudy,194,11.0,192,39.0
2351868,Male,2014-06-30 17:04:00,2014-06-30 17:08:00,4.116666666666666,84.0,cloudy,195,31.0,43,43.0
2351867,Male,2014-06-30 17:04:00,2014-06-30 17:10:00,5.8,84.0,cloudy,44,27.0,181,31.0
2351866,Male,2014-06-30 17:04:00,2014-06-30 17:12:00,7.9833333333333325,84.0,cloudy,45,15.0,174,23.0
2351864,Male,2014-06-30 17:04:00,2014-06-30 17:12:00,8.466666666666667,84.0,cloudy,31,23.0,85,23.0
2351862,Male,2014-06-30 17:04:00,2014-06-30 17:12:00,8.483333333333333,84.0,cloudy,314,15.0,232,23.0
2351861,Male,2014-06-30 17:02:00,2014-06-30 17:11:00,8.516666666666667,84.0,cloudy,314,15.0,344,15.0
2351859,Male,2014-06-30 17:04:00,2014-06-30 17:17:00,13.033333333333333,84.0,cloudy,33,27.0,196,19.0
2351858,Female,2014-06-30 17:04:00,2014-06-30 17:16:00,12.616666666666667,84.0,cloudy,134,19.0,92,19.0
2351857,Male,2014-06-30 17:04:00,2014-06-30 17:16:00,12.416666666666664,84.0,cloudy,134,19.0,92,19.0
2351856,Male,2014-06-30 17:04:00,2014-06-30 17:13:00,9.333333333333334,84.0,cloudy,195,31.0,91,31.0
2351855,Male,2014-06-30 17:04:00,2014-06-30 17:10:00,6.4,84.0,cloudy,13,19.0,319,15.0
2351854,Male,2014-06-30 17:04:00,2014-06-30 17:14:00,10.7,84.0,cloudy,80,19.0,81,39.0
2351853,Female,2014-06-30 17:04:00,2014-06-30 17:09:00,5.2,84.0,cloudy,134,19.0,73,19.0
2351852,Male,2014-06-30 17:04:00,2014-06-30 17:29:00,24.93333333333333,84.0,cloudy,77,23.0,141,23.0
2351848,Male,2014-06-30 17:03:00,2014-06-30 17:26:00,23.266666666666666,84.0,cloudy,286,23.0,25,23.0
2351847,Female,2014-06-30 17:04:00,2014-06-30 17:09:00,5.0,84.0,cloudy,244,19.0,297,15.0
2351846,Male,2014-06-30 17:03:00,2014-06-30 17:07:00,4.233333333333333,84.0,cloudy,286,23.0,174,23.0
2351845,Male,2014-06-30 17:04:00,2014-06-30 17:15:00,11.333333333333336,84.0,cloudy,264,19.0,176,19.0
2351844,Male,2014-06-30 17:03:00,2014-06-30 17:12:00,8.433333333333334,84.0,cloudy,294,15.0,253,15.0
2351843,Female,2014-06-30 17:03:00,2014-06-30 17:13:00,10.016666666666667,84.0,cloudy,37,19.0,199,15.0
2351842,Male,2014-06-30 17:03:00,2014-06-30 17:12:00,8.866666666666667,84.0,cloudy,194,11.0,284,23.0
2351840,Male,2014-06-30 17:03:00,2014-06-30 17:14:00,10.683333333333334,84.0,cloudy,195,31.0,50,27.0
2351839,Male,2014-06-30 17:03:00,2014-06-30 17:13:00,9.35,84.0,cloudy,53,19.0,75,23.0
2351838,Male,2014-06-30 17:03:00,2014-06-30 17:11:00,8.3,84.0,cloudy,287,27.0,84,19.0
2351837,Male,2014-06-30 17:03:00,2014-06-30 17:19:00,15.733333333333333,84.0,cloudy,28,15.0,350,15.0
2351836,Female,2014-06-30 17:03:00,2014-06-30 17:19:00,16.133333333333333,84.0,cloudy,52,31.0,138,15.0
2351835,Female,2014-06-30 17:03:00,2014-06-30 17:13:00,9.85,84.0,cloudy,112,15.0,21,15.0
2351833,Male,2014-06-30 17:03:00,2014-06-30 17:09:00,6.166666666666668,84.0,cloudy,283,23.0,174,23.0
2351832,Male,2014-06-30 17:03:00,2014-06-30 17:19:00,16.533333333333335,84.0,cloudy,99,19.0,313,19.0
2351830,Male,2014-06-30 17:03:00,2014-06-30 17:08:00,4.933333333333334,84.0,cloudy,134,19.0,75,23.0
2351828,Male,2014-06-30 17:03:00,2014-06-30 17:07:00,3.883333333333333,84.0,cloudy,283,23.0,192,39.0
2351827,Male,2014-06-30 17:03:00,2014-06-30 17:06:00,3.6666666666666665,84.0,cloudy,134,19.0,192,39.0
2351826,Male,2014-06-30 17:03:00,2014-06-30 17:09:00,6.583333333333332,84.0,cloudy,283,23.0,174,23.0
2351824,Male,2014-06-30 17:03:00,2014-06-30 17:27:00,24.53333333333333,84.0,cloudy,48,27.0,228,11.0
2351822,Male,2014-06-30 17:03:00,2014-06-30 17:15:00,12.516666666666667,84.0,cloudy,261,15.0,77,23.0
2351820,Male,2014-06-30 17:03:00,2014-06-30 17:33:00,30.516666666666666,84.0,cloudy,76,39.0,339,11.0
2351817,Male,2014-06-30 17:02:00,2014-06-30 17:15:00,12.25,84.0,cloudy,81,39.0,91,31.0
2351815,Male,2014-06-30 17:02:00,2014-06-30 17:14:00,11.2,84.0,cloudy,268,15.0,157,15.0
2351814,Female,2014-06-30 17:02:00,2014-06-30 17:13:00,10.266666666666667,84.0,cloudy,283,23.0,52,31.0
2351813,Male,2014-06-30 17:02:00,2014-06-30 17:05:00,2.75,84.0,cloudy,52,31.0,44,27.0
2351812,Male,2014-06-30 17:02:00,2014-06-30 17:04:00,2.033333333333333,84.0,cloudy,75,23.0,174,23.0
2351811,Male,2014-06-30 17:02:00,2014-06-30 17:09:00,6.816666666666666,84.0,cloudy,100,23.0,91,31.0
2351810,Female,2014-06-30 17:02:00,2014-06-30 17:43:00,40.66666666666666,84.0,cloudy,192,39.0,338,15.0
2351809,Male,2014-06-30 17:02:00,2014-06-30 17:17:00,15.033333333333333,84.0,cloudy,75,23.0,195,31.0
2351807,Male,2014-06-30 17:02:00,2014-06-30 17:10:00,8.366666666666667,84.0,cloudy,97,35.0,90,35.0
2351805,Male,2014-06-30 17:01:00,2014-06-30 17:08:00,7.2666666666666675,84.0,cloudy,191,23.0,31,23.0
2351804,Male,2014-06-30 17:02:00,2014-06-30 17:09:00,7.45,84.0,cloudy,323,15.0,344,15.0
2351803,Female,2014-06-30 17:02:00,2014-06-30 17:08:00,5.833333333333332,84.0,cloudy,241,15.0,320,15.0
2351801,Female,2014-06-30 17:02:00,2014-06-30 17:05:00,3.3,84.0,cloudy,159,9.0,69,19.0
2351798,Male,2014-06-30 17:02:00,2014-06-30 17:08:00,6.0166666666666675,84.0,cloudy,314,15.0,344,15.0
2351797,Male,2014-06-30 17:02:00,2014-06-30 17:11:00,9.566666666666666,84.0,cloudy,53,19.0,174,23.0
2351796,Male,2014-06-30 17:02:00,2014-06-30 17:14:00,12.566666666666665,84.0,cloudy,191,23.0,301,19.0
2351794,Male,2014-06-30 17:02:00,2014-06-30 17:24:00,21.91666666666667,84.0,cloudy,24,15.0,177,15.0
2351793,Female,2014-06-30 17:01:00,2014-06-30 17:17:00,15.916666666666664,84.0,cloudy,69,19.0,228,11.0
2351791,Female,2014-06-30 17:02:00,2014-06-30 17:08:00,5.95,84.0,cloudy,325,15.0,344,15.0
2351790,Male,2014-06-30 17:02:00,2014-06-30 17:04:00,2.333333333333333,84.0,cloudy,48,27.0,74,23.0
2351789,Male,2014-06-30 17:02:00,2014-06-30 17:19:00,17.466666666666665,84.0,cloudy,287,27.0,28,15.0
2351787,Male,2014-06-30 17:01:00,2014-06-30 17:19:00,18.133333333333333,84.0,cloudy,97,35.0,174,23.0
2351785,Male,2014-06-30 17:01:00,2014-06-30 17:20:00,18.3,84.0,cloudy,173,15.0,191,23.0
2351783,Male,2014-06-30 17:01:00,2014-06-30 17:04:00,2.4833333333333334,84.0,cloudy,58,19.0,58,19.0
2351779,Male,2014-06-30 17:01:00,2014-06-30 17:06:00,4.233333333333333,84.0,cloudy,174,23.0,98,15.0
2351774,Male,2014-06-30 17:01:00,2014-06-30 17:07:00,6.0166666666666675,84.0,cloudy,43,43.0,174,23.0
2351771,Male,2014-06-30 17:01:00,2014-06-30 17:08:00,7.2,84.0,cloudy,51,31.0,192,39.0
2351769,Female,2014-06-30 17:01:00,2014-06-30 17:22:00,21.5,84.0,cloudy,100,23.0,59,19.0
2351768,Male,2014-06-30 17:01:00,2014-06-30 17:16:00,15.3,84.0,cloudy,217,15.0,176,19.0
2351767,Male,2014-06-30 17:01:00,2014-06-30 17:08:00,7.366666666666666,84.0,cloudy,328,15.0,322,15.0
2351762,Female,2014-06-30 17:01:00,2014-06-30 17:17:00,16.5,84.0,cloudy,20,15.0,153,19.0
2351761,Male,2014-06-30 17:00:00,2014-06-30 17:13:00,12.883333333333333,84.0,cloudy,48,27.0,118,19.0
2351760,Male,2014-06-30 17:01:00,2014-06-30 17:09:00,8.266666666666667,84.0,cloudy,37,19.0,140,19.0
2351759,Male,2014-06-30 17:00:00,2014-06-30 17:16:00,15.916666666666664,84.0,cloudy,268,15.0,300,15.0
2351756,Female,2014-06-30 17:00:00,2014-06-30 17:08:00,7.716666666666668,84.0,cloudy,57,15.0,73,19.0
2351755,Male,2014-06-30 17:00:00,2014-06-30 17:06:00,6.0166666666666675,84.0,cloudy,276,11.0,116,15.0
2351754,Male,2014-06-30 17:00:00,2014-06-30 17:10:00,9.783333333333333,84.0,cloudy,37,19.0,198,19.0
2351753,Male,2014-06-30 17:00:00,2014-06-30 17:05:00,5.15,84.0,cloudy,49,27.0,174,23.0
2351751,Male,2014-06-30 17:00:00,2014-06-30 17:07:00,7.566666666666666,84.0,cloudy,169,15.0,134,19.0
2351748,Female,2014-06-30 17:00:00,2014-06-30 17:20:00,20.416666666666668,84.0,cloudy,181,31.0,152,15.0
2351747,Male,2014-06-30 17:00:00,2014-06-30 17:17:00,17.4,84.0,cloudy,334,19.0,325,15.0
2351746,Male,2014-06-30 17:00:00,2014-06-30 17:17:00,17.666666666666668,84.0,cloudy,98,15.0,94,19.0
2351745,Male,2014-06-30 17:00:00,2014-06-30 17:19:00,19.8,84.0,cloudy,85,23.0,299,15.0
2351743,Male,2014-06-30 17:00:00,2014-06-30 17:11:00,11.916666666666664,84.0,cloudy,81,39.0,111,19.0
2351736,Female,2014-06-30 17:00:00,2014-06-30 17:19:00,19.2,84.0,cloudy,100,23.0,340,15.0
2351829,Male,2014-06-30 16:59:00,2014-06-30 17:03:00,4.8,84.0,cloudy,255,31.0,338,15.0
2351765,Male,2014-06-30 16:58:00,2014-06-30 17:11:00,12.6,84.0,cloudy,52,31.0,192,39.0
2351764,Male,2014-06-30 16:56:00,2014-06-30 17:05:00,8.8,84.0,cloudy,52,31.0,174,23.0
2351763,Male,2014-06-30 16:56:00,2014-06-30 17:05:00,9.05,84.0,cloudy,52,31.0,91,31.0
2351758,Male,2014-06-30 16:57:00,2014-06-30 17:01:00,3.966666666666667,84.0,cloudy,36,31.0,174,23.0
2351757,Male,2014-06-30 16:59:00,2014-06-30 17:09:00,9.816666666666666,84.0,cloudy,91,31.0,92,19.0
2351752,Male,2014-06-30 16:57:00,2014-06-30 17:18:00,21.133333333333333,84.0,cloudy,75,23.0,305,15.0
2351744,Female,2014-06-30 16:59:00,2014-06-30 17:25:00,25.38333333333333,84.0,cloudy,337,19.0,222,19.0
2351740,Male,2014-06-30 16:59:00,2014-06-30 17:07:00,7.383333333333334,84.0,cloudy,117,23.0,228,11.0
2351739,Male,2014-06-30 16:59:00,2014-06-30 17:05:00,5.083333333333333,84.0,cloudy,49,27.0,77,23.0
2351738,Male,2014-06-30 16:59:00,2014-06-30 17:11:00,11.666666666666664,84.0,cloudy,49,27.0,301,19.0
2351735,Male,2014-06-30 16:59:00,2014-06-30 17:05:00,5.2,84.0,cloudy,5,19.0,36,31.0
2351734,Male,2014-06-30 16:59:00,2014-06-30 17:03:00,3.1333333333333333,84.0,cloudy,117,23.0,154,15.0
2351733,Male,2014-06-30 16:59:00,2014-06-30 17:13:00,13.966666666666667,84.0,cloudy,164,23.0,288,11.0
2351731,Male,2014-06-30 16:59:00,2014-06-30 17:11:00,12.0,84.0,cloudy,331,19.0,58,19.0
2351730,Male,2014-06-30 16:59:00,2014-06-30 17:08:00,8.566666666666666,84.0,cloudy,199,15.0,176,19.0
2351729,Male,2014-06-30 16:59:00,2014-06-30 17:09:00,9.5,84.0,cloudy,199,15.0,91,31.0
2351728,Male,2014-06-30 16:59:00,2014-06-30 17:06:00,6.5,84.0,cloudy,66,19.0,100,23.0
2351727,Male,2014-06-30 16:59:00,2014-06-30 17:16:00,16.633333333333333,84.0,cloudy,134,19.0,69,19.0
2351725,Male,2014-06-30 16:59:00,2014-06-30 17:12:00,12.45,84.0,cloudy,100,23.0,331,19.0
2351723,Female,2014-06-30 16:59:00,2014-06-30 17:16:00,17.4,84.0,cloudy,286,23.0,93,15.0
2351721,Female,2014-06-30 16:59:00,2014-06-30 17:07:00,7.8,84.0,cloudy,223,15.0,94,19.0
2351719,Male,2014-06-30 16:59:00,2014-06-30 17:02:00,3.466666666666667,84.0,cloudy,134,19.0,75,23.0
2351715,Male,2014-06-30 16:59:00,2014-06-30 17:06:00,7.416666666666668,84.0,cloudy,85,23.0,99,19.0
2351713,Female,2014-06-30 16:59:00,2014-06-30 17:21:00,21.91666666666667,84.0,cloudy,188,15.0,128,15.0
2351712,Female,2014-06-30 16:59:00,2014-06-30 17:14:00,15.3,84.0,cloudy,227,15.0,239,15.0
2351711,Male,2014-06-30 16:59:00,2014-06-30 17:08:00,9.733333333333333,84.0,cloudy,24,15.0,91,31.0
2351710,Male,2014-06-30 16:59:00,2014-06-30 17:03:00,4.633333333333334,84.0,cloudy,37,19.0,192,39.0
2351709,Female,2014-06-30 16:59:00,2014-06-30 17:09:00,10.083333333333334,84.0,cloudy,212,31.0,43,43.0
2351708,Male,2014-06-30 16:59:00,2014-06-30 17:09:00,10.233333333333333,84.0,cloudy,19,15.0,175,19.0
2351707,Female,2014-06-30 16:59:00,2014-06-30 17:09:00,10.45,84.0,cloudy,249,15.0,232,23.0
2351706,Male,2014-06-30 16:59:00,2014-06-30 17:17:00,18.08333333333333,84.0,cloudy,191,23.0,333,15.0
2351705,Male,2014-06-30 16:59:00,2014-06-30 17:21:00,22.41666666666667,84.0,cloudy,49,27.0,223,15.0
2351703,Male,2014-06-30 16:57:00,2014-06-30 17:06:00,9.316666666666666,84.0,cloudy,287,27.0,46,19.0
2351702,Male,2014-06-30 16:59:00,2014-06-30 17:02:00,3.716666666666667,84.0,cloudy,100,23.0,66,19.0
2351700,Male,2014-06-30 16:58:00,2014-06-30 17:01:00,2.816666666666667,84.0,cloudy,98,15.0,283,23.0
2351698,Male,2014-06-30 16:58:00,2014-06-30 17:08:00,9.7,84.0,cloudy,287,27.0,43,43.0
2351697,Female,2014-06-30 16:58:00,2014-06-30 17:06:00,8.2,84.0,cloudy,134,19.0,36,31.0
2351696,Male,2014-06-30 16:58:00,2014-06-30 17:14:00,15.216666666666667,84.0,cloudy,174,23.0,183,15.0
2351693,Male,2014-06-30 16:58:00,2014-06-30 17:04:00,5.433333333333334,84.0,cloudy,69,19.0,310,11.0
2351691,Female,2014-06-30 16:58:00,2014-06-30 17:04:00,5.933333333333334,84.0,cloudy,13,19.0,190,15.0
2351690,Male,2014-06-30 16:58:00,2014-06-30 17:08:00,10.1,84.0,cloudy,283,23.0,66,19.0
2351689,Male,2014-06-30 16:58:00,2014-06-30 17:08:00,9.533333333333333,84.0,cloudy,56,19.0,285,15.0
2351688,Female,2014-06-30 16:58:00,2014-06-30 17:03:00,4.983333333333333,84.0,cloudy,71,15.0,134,19.0
2351681,Female,2014-06-30 16:58:00,2014-06-30 17:13:00,14.833333333333336,84.0,cloudy,199,15.0,30,15.0
2351679,Female,2014-06-30 16:58:00,2014-06-30 17:18:00,19.733333333333334,84.0,cloudy,282,15.0,148,11.0
2351678,Female,2014-06-30 16:58:00,2014-06-30 17:01:00,3.333333333333333,84.0,cloudy,213,15.0,159,9.0
2351677,Female,2014-06-30 16:57:00,2014-06-30 17:07:00,9.466666666666667,84.0,cloudy,261,15.0,21,15.0
