trip_id,gender,starttime,stoptime,tripduration,temperature,events,from_station_id,dpcapacity_start,to_station_id,dpcapacity_end
2354844,Male,2014-06-30 20:35:00,2014-06-30 20:39:00,4.066666666666666,70.0,rain or snow,99,19.0,199,15.0
2354842,Male,2014-06-30 20:34:00,2014-06-30 20:42:00,8.066666666666666,70.0,rain or snow,300,15.0,312,15.0
2354841,Female,2014-06-30 20:34:00,2014-06-30 20:43:00,9.0,70.0,rain or snow,113,15.0,115,23.0
2354840,Female,2014-06-30 20:33:00,2014-06-30 20:46:00,12.8,70.0,rain or snow,81,39.0,134,19.0
2354831,Male,2014-06-30 20:31:00,2014-06-30 20:37:00,6.083333333333332,70.0,rain or snow,100,23.0,23,15.0
2354828,Male,2014-06-30 20:31:00,2014-06-30 20:39:00,8.883333333333333,70.0,rain or snow,342,15.0,19,15.0
2354826,Male,2014-06-30 20:31:00,2014-06-30 20:33:00,2.566666666666667,70.0,rain or snow,59,19.0,168,19.0
2354825,Male,2014-06-30 20:26:00,2014-06-30 20:43:00,16.8,70.0,rain or snow,36,31.0,283,23.0
2354822,Male,2014-06-30 20:29:00,2014-06-30 20:34:00,5.233333333333333,70.0,rain or snow,321,19.0,59,19.0
2354820,Female,2014-06-30 20:29:00,2014-06-30 20:49:00,20.616666666666667,70.0,rain or snow,126,15.0,296,15.0
2354819,Male,2014-06-30 20:29:00,2014-06-30 20:38:00,8.933333333333334,70.0,rain or snow,349,15.0,225,15.0
2354807,Male,2014-06-30 20:27:00,2014-06-30 20:34:00,7.133333333333334,70.0,rain or snow,91,31.0,50,27.0
2354801,Male,2014-06-30 20:26:00,2014-06-30 20:43:00,17.25,70.0,rain or snow,36,31.0,283,23.0
2354798,Male,2014-06-30 20:26:00,2014-06-30 20:42:00,16.266666666666666,70.0,rain or snow,331,19.0,276,11.0
2354797,Male,2014-06-30 20:26:00,2014-06-30 20:35:00,9.683333333333334,70.0,rain or snow,256,15.0,152,15.0
2354793,Male,2014-06-30 20:25:00,2014-06-30 20:27:00,2.15,70.0,rain or snow,226,15.0,154,15.0
2354791,Male,2014-06-30 20:24:00,2014-06-30 20:41:00,16.616666666666667,70.0,rain or snow,198,19.0,207,15.0
2354787,Male,2014-06-30 20:22:00,2014-06-30 20:28:00,5.833333333333332,70.0,rain or snow,197,19.0,192,39.0
2354786,Male,2014-06-30 20:21:00,2014-06-30 20:25:00,4.533333333333333,70.0,rain or snow,153,19.0,229,19.0
2354785,Male,2014-06-30 20:21:00,2014-06-30 20:25:00,4.516666666666667,70.0,rain or snow,153,19.0,229,19.0
2354784,Male,2014-06-30 20:21:00,2014-06-30 20:25:00,4.65,70.0,rain or snow,153,19.0,229,19.0
2354779,Male,2014-06-30 20:19:00,2014-06-30 20:25:00,6.316666666666666,70.0,rain or snow,337,19.0,289,19.0
2354778,Male,2014-06-30 20:18:00,2014-06-30 20:27:00,9.133333333333333,70.0,rain or snow,195,31.0,91,31.0
2354777,Male,2014-06-30 20:18:00,2014-06-30 20:26:00,8.05,70.0,rain or snow,37,19.0,43,43.0
2354776,Female,2014-06-30 20:17:00,2014-06-30 20:25:00,7.966666666666668,70.0,rain or snow,254,15.0,251,15.0
2354775,Male,2014-06-30 20:15:00,2014-06-30 20:25:00,10.0,70.0,rain or snow,47,19.0,91,31.0
2354774,Male,2014-06-30 20:15:00,2014-06-30 20:19:00,3.6666666666666665,70.0,rain or snow,227,15.0,165,19.0
2354770,Male,2014-06-30 20:11:00,2014-06-30 20:22:00,11.383333333333333,70.0,rain or snow,199,15.0,59,19.0
2354769,Female,2014-06-30 20:11:00,2014-06-30 20:20:00,9.766666666666667,70.0,rain or snow,24,15.0,56,19.0
2354768,Male,2014-06-30 20:10:00,2014-06-30 20:19:00,8.9,70.0,rain or snow,238,15.0,240,23.0
2354767,Male,2014-06-30 20:09:00,2014-06-30 20:17:00,8.033333333333333,70.0,rain or snow,53,19.0,92,19.0
2354766,Male,2014-06-30 20:09:00,2014-06-30 20:17:00,7.5166666666666675,70.0,rain or snow,165,19.0,306,15.0
2354765,Male,2014-06-30 20:09:00,2014-06-30 20:18:00,9.033333333333333,70.0,rain or snow,211,19.0,66,19.0
2354764,Male,2014-06-30 20:09:00,2014-06-30 20:37:00,28.28333333333333,70.0,rain or snow,47,19.0,276,11.0
2354763,Male,2014-06-30 20:08:00,2014-06-30 20:14:00,5.3,70.0,rain or snow,304,15.0,245,15.0
2354762,Male,2014-06-30 20:08:00,2014-06-30 20:28:00,20.316666666666666,70.0,rain or snow,148,11.0,171,11.0
2354760,Male,2014-06-30 20:07:00,2014-06-30 20:22:00,14.283333333333333,70.0,rain or snow,185,11.0,223,15.0
2354759,Male,2014-06-30 20:07:00,2014-06-30 20:15:00,7.5,70.0,rain or snow,55,15.0,19,15.0
2354758,Male,2014-06-30 20:07:00,2014-06-30 20:18:00,11.116666666666667,70.0,rain or snow,90,35.0,48,27.0
2354754,Male,2014-06-30 20:06:00,2014-06-30 20:14:00,7.7666666666666675,70.0,rain or snow,296,15.0,152,15.0
2354752,Female,2014-06-30 20:05:00,2014-06-30 20:10:00,5.083333333333333,70.0,rain or snow,227,15.0,154,15.0
2354751,Male,2014-06-30 20:05:00,2014-06-30 20:14:00,8.966666666666667,70.0,rain or snow,26,31.0,100,23.0
2354747,Male,2014-06-30 20:03:00,2014-06-30 20:10:00,7.05,70.0,rain or snow,140,19.0,44,27.0
2354746,Male,2014-06-30 20:03:00,2014-06-30 20:09:00,6.15,70.0,rain or snow,164,23.0,71,15.0
2354744,Male,2014-06-30 20:02:00,2014-06-30 20:09:00,7.7333333333333325,70.0,rain or snow,43,43.0,175,19.0
2354741,Female,2014-06-30 20:00:00,2014-06-30 20:16:00,15.5,70.0,rain or snow,5,19.0,66,19.0
2354740,Female,2014-06-30 20:01:00,2014-06-30 20:11:00,10.116666666666667,70.0,rain or snow,141,23.0,177,15.0
2354737,Male,2014-06-30 20:00:00,2014-06-30 20:26:00,25.316666666666666,70.0,rain or snow,90,35.0,29,15.0
2354735,Male,2014-06-30 19:59:00,2014-06-30 20:03:00,3.6,73.0,tstorms,277,15.0,214,15.0
2354733,Male,2014-06-30 19:59:00,2014-06-30 20:05:00,5.666666666666668,73.0,tstorms,59,19.0,338,15.0
2354723,Male,2014-06-30 19:55:00,2014-06-30 20:09:00,13.783333333333333,73.0,tstorms,67,15.0,165,19.0
2354722,Male,2014-06-30 19:53:00,2014-06-30 20:04:00,11.2,73.0,tstorms,135,11.0,278,15.0
2354721,Male,2014-06-30 19:51:00,2014-06-30 19:57:00,6.366666666666666,73.0,tstorms,59,19.0,338,15.0
2354718,Male,2014-06-30 19:49:00,2014-06-30 20:07:00,18.733333333333334,73.0,tstorms,55,15.0,55,15.0
2354716,Male,2014-06-30 19:45:00,2014-06-30 19:51:00,6.5,73.0,tstorms,134,19.0,346,15.0
2354714,Female,2014-06-30 19:42:00,2014-06-30 19:55:00,12.75,73.0,tstorms,284,23.0,338,15.0
2354713,Male,2014-06-30 19:39:00,2014-06-30 19:50:00,10.883333333333333,73.0,tstorms,33,27.0,241,15.0
2354711,Male,2014-06-30 19:37:00,2014-06-30 19:47:00,10.733333333333333,73.0,tstorms,13,19.0,303,15.0
2354710,Male,2014-06-30 19:37:00,2014-06-30 19:40:00,3.85,73.0,tstorms,232,23.0,256,15.0
2354707,Male,2014-06-30 19:35:00,2014-06-30 19:48:00,13.266666666666667,73.0,tstorms,19,15.0,55,15.0
2354702,Male,2014-06-30 19:30:00,2014-06-30 19:34:00,4.583333333333333,73.0,tstorms,282,15.0,137,15.0
2354701,Male,2014-06-30 19:28:00,2014-06-30 19:33:00,5.1,73.0,tstorms,192,39.0,175,19.0
2354700,Female,2014-06-30 19:25:00,2014-06-30 19:37:00,12.05,73.0,tstorms,50,27.0,218,11.0
2354696,Female,2014-06-30 19:21:00,2014-06-30 19:30:00,9.4,73.0,tstorms,328,15.0,247,15.0
2354695,Male,2014-06-30 19:20:00,2014-06-30 19:24:00,3.783333333333333,73.0,tstorms,98,15.0,164,23.0
2354693,Male,2014-06-30 19:20:00,2014-06-30 19:28:00,8.583333333333334,73.0,tstorms,337,19.0,301,19.0
2354691,Male,2014-06-30 19:19:00,2014-06-30 19:28:00,8.95,73.0,tstorms,52,31.0,284,23.0
2354688,Male,2014-06-30 19:15:00,2014-06-30 19:19:00,4.466666666666667,73.0,tstorms,254,15.0,303,15.0
2354687,Female,2014-06-30 19:18:00,2014-06-30 19:31:00,13.3,73.0,tstorms,289,19.0,74,23.0
2354685,Male,2014-06-30 19:17:00,2014-06-30 19:21:00,3.95,73.0,tstorms,77,23.0,66,19.0
2354683,Male,2014-06-30 19:17:00,2014-06-30 19:31:00,13.666666666666664,73.0,tstorms,144,15.0,229,19.0
2354682,Male,2014-06-30 19:17:00,2014-06-30 19:36:00,19.683333333333334,73.0,tstorms,264,19.0,174,23.0
2354681,Male,2014-06-30 19:17:00,2014-06-30 19:24:00,7.966666666666668,73.0,tstorms,289,19.0,337,19.0
2354680,Male,2014-06-30 19:16:00,2014-06-30 19:25:00,8.733333333333333,73.0,tstorms,100,23.0,92,19.0
2354678,Female,2014-06-30 19:16:00,2014-06-30 19:23:00,6.283333333333332,73.0,tstorms,31,23.0,301,19.0
2354667,Male,2014-06-30 19:15:00,2014-06-30 19:21:00,5.8,73.0,tstorms,140,19.0,74,23.0
2354665,Female,2014-06-30 19:15:00,2014-06-30 19:21:00,5.583333333333332,73.0,tstorms,284,23.0,255,31.0
2354661,Female,2014-06-30 19:15:00,2014-06-30 19:18:00,2.716666666666667,73.0,tstorms,130,15.0,210,19.0
2354660,Male,2014-06-30 19:15:00,2014-06-30 19:18:00,2.8,73.0,tstorms,130,15.0,210,19.0
2354659,Female,2014-06-30 19:15:00,2014-06-30 19:19:00,4.116666666666666,73.0,tstorms,30,15.0,350,15.0
2354657,Male,2014-06-30 19:15:00,2014-06-30 19:21:00,6.033333333333332,73.0,tstorms,115,23.0,296,15.0
2354650,Male,2014-06-30 19:14:00,2014-06-30 19:21:00,6.666666666666668,73.0,tstorms,283,23.0,59,19.0
2354648,Male,2014-06-30 19:14:00,2014-06-30 19:17:00,3.25,73.0,tstorms,198,19.0,77,23.0
2354647,Male,2014-06-30 19:13:00,2014-06-30 19:20:00,6.65,73.0,tstorms,340,15.0,340,15.0
2354646,Male,2014-06-30 19:13:00,2014-06-30 19:21:00,7.333333333333332,73.0,tstorms,93,15.0,343,15.0
2354644,Male,2014-06-30 19:13:00,2014-06-30 19:31:00,18.116666666666667,73.0,tstorms,127,15.0,298,15.0
2354643,Male,2014-06-30 19:13:00,2014-06-30 19:22:00,9.116666666666667,73.0,tstorms,177,15.0,291,19.0
2354642,Male,2014-06-30 19:13:00,2014-06-30 19:18:00,5.033333333333333,73.0,tstorms,50,27.0,174,23.0
2354641,Female,2014-06-30 19:12:00,2014-06-30 19:59:00,46.75,73.0,tstorms,112,15.0,20,15.0
2354640,Male,2014-06-30 19:12:00,2014-06-30 19:18:00,5.7666666666666675,73.0,tstorms,301,19.0,140,19.0
2354638,Male,2014-06-30 19:12:00,2014-06-30 19:26:00,14.35,73.0,tstorms,93,15.0,114,27.0
2354634,Male,2014-06-30 19:12:00,2014-06-30 19:32:00,20.866666666666667,73.0,tstorms,176,19.0,25,23.0
2354633,Male,2014-06-30 19:11:00,2014-06-30 19:17:00,5.566666666666666,73.0,tstorms,98,15.0,52,31.0
2354632,Female,2014-06-30 19:11:00,2014-06-30 19:15:00,3.6,73.0,tstorms,137,15.0,282,15.0
2354631,Male,2014-06-30 19:11:00,2014-06-30 19:15:00,3.716666666666667,73.0,tstorms,137,15.0,282,15.0
2354630,Male,2014-06-30 19:11:00,2014-06-30 19:20:00,8.433333333333334,73.0,tstorms,196,19.0,255,31.0
2354629,Female,2014-06-30 19:11:00,2014-06-30 19:20:00,9.45,73.0,tstorms,154,15.0,299,15.0
2354627,Male,2014-06-30 19:07:00,2014-06-30 19:17:00,9.633333333333333,73.0,tstorms,47,19.0,36,31.0
2354626,Male,2014-06-30 19:06:00,2014-06-30 19:20:00,14.333333333333336,73.0,tstorms,47,19.0,30,15.0
2354625,Male,2014-06-30 19:07:00,2014-06-30 19:59:00,51.55,73.0,tstorms,43,43.0,277,15.0
2354624,Female,2014-06-30 19:10:00,2014-06-30 19:16:00,6.633333333333334,73.0,tstorms,72,15.0,59,19.0
2354623,Male,2014-06-30 19:10:00,2014-06-30 19:14:00,4.35,73.0,tstorms,57,15.0,68,23.0
2354621,Male,2014-06-30 19:10:00,2014-06-30 19:18:00,8.533333333333333,73.0,tstorms,53,19.0,233,15.0
2354619,Male,2014-06-30 19:10:00,2014-06-30 19:19:00,9.2,73.0,tstorms,223,15.0,340,15.0
2354616,Female,2014-06-30 19:09:00,2014-06-30 19:17:00,7.183333333333334,73.0,tstorms,117,23.0,232,23.0
2354614,Male,2014-06-30 19:09:00,2014-06-30 19:13:00,4.7,73.0,tstorms,57,15.0,55,15.0
2354612,Male,2014-06-30 19:09:00,2014-06-30 19:18:00,9.416666666666666,73.0,tstorms,48,27.0,47,19.0
2354611,Male,2014-06-30 19:09:00,2014-06-30 19:12:00,3.5166666666666666,73.0,tstorms,50,27.0,68,23.0
2354610,Female,2014-06-30 19:09:00,2014-06-30 19:15:00,6.2666666666666675,73.0,tstorms,317,15.0,205,15.0
2354609,Male,2014-06-30 19:09:00,2014-06-30 19:20:00,11.116666666666667,73.0,tstorms,224,19.0,219,11.0
2354608,Female,2014-06-30 19:09:00,2014-06-30 19:24:00,15.85,73.0,tstorms,111,19.0,50,27.0
2354605,Male,2014-06-30 19:08:00,2014-06-30 19:15:00,7.0166666666666675,73.0,tstorms,211,19.0,31,23.0
2354601,Male,2014-06-30 19:08:00,2014-06-30 19:27:00,18.4,73.0,tstorms,175,19.0,192,39.0
2354599,Female,2014-06-30 19:08:00,2014-06-30 19:14:00,5.55,73.0,tstorms,300,15.0,117,23.0
2354597,Female,2014-06-30 19:08:00,2014-06-30 19:19:00,11.066666666666665,73.0,tstorms,77,23.0,84,19.0
2354596,Male,2014-06-30 19:08:00,2014-06-30 19:17:00,9.283333333333333,73.0,tstorms,175,19.0,19,15.0
2354595,Female,2014-06-30 19:08:00,2014-06-30 19:17:00,9.5,73.0,tstorms,313,19.0,289,19.0
2354594,Female,2014-06-30 19:08:00,2014-06-30 19:14:00,6.833333333333332,73.0,tstorms,5,19.0,49,27.0
2354593,Female,2014-06-30 19:07:00,2014-06-30 19:17:00,9.6,73.0,tstorms,168,19.0,37,19.0
2354589,Male,2014-06-30 19:07:00,2014-06-30 19:18:00,11.0,73.0,tstorms,51,31.0,176,19.0
2354586,Male,2014-06-30 19:02:00,2014-06-30 19:26:00,23.9,73.0,tstorms,110,23.0,16,11.0
2354585,Male,2014-06-30 19:07:00,2014-06-30 19:13:00,6.466666666666668,73.0,tstorms,143,15.0,300,15.0
2354584,Male,2014-06-30 19:07:00,2014-06-30 19:16:00,9.45,73.0,tstorms,195,31.0,195,31.0
2354583,Male,2014-06-30 19:06:00,2014-06-30 19:21:00,14.416666666666664,73.0,tstorms,31,23.0,85,23.0
2354582,Male,2014-06-30 19:06:00,2014-06-30 19:11:00,4.316666666666666,73.0,tstorms,141,23.0,94,19.0
2354580,Male,2014-06-30 19:02:00,2014-06-30 19:10:00,7.333333333333332,73.0,tstorms,153,19.0,114,27.0
2354579,Female,2014-06-30 19:06:00,2014-06-30 19:13:00,6.2,73.0,tstorms,100,23.0,283,23.0
2354578,Female,2014-06-30 19:06:00,2014-06-30 19:17:00,10.5,73.0,tstorms,325,15.0,306,15.0
2354577,Male,2014-06-30 19:06:00,2014-06-30 19:12:00,5.466666666666668,73.0,tstorms,74,23.0,91,31.0
2354575,Male,2014-06-30 19:06:00,2014-06-30 19:10:00,3.816666666666667,73.0,tstorms,143,15.0,141,23.0
2354574,Male,2014-06-30 19:04:00,2014-06-30 19:09:00,4.283333333333333,73.0,tstorms,94,19.0,225,15.0
2354573,Male,2014-06-30 19:01:00,2014-06-30 19:07:00,6.05,73.0,tstorms,94,19.0,288,11.0
2354567,Male,2014-06-30 19:05:00,2014-06-30 19:55:00,50.23333333333333,73.0,tstorms,177,15.0,67,15.0
2354566,Male,2014-06-30 19:05:00,2014-06-30 19:12:00,7.333333333333332,73.0,tstorms,113,15.0,94,19.0
2354565,Male,2014-06-30 19:05:00,2014-06-30 19:08:00,3.6666666666666665,73.0,tstorms,324,15.0,313,19.0
2354564,Male,2014-06-30 19:05:00,2014-06-30 19:07:00,2.5,73.0,tstorms,210,19.0,130,15.0
2354563,Female,2014-06-30 19:05:00,2014-06-30 19:21:00,16.1,73.0,tstorms,60,19.0,300,15.0
2354556,Male,2014-06-30 19:03:00,2014-06-30 19:09:00,6.066666666666666,73.0,tstorms,220,19.0,303,15.0
2354555,Female,2014-06-30 19:03:00,2014-06-30 19:18:00,14.933333333333335,73.0,tstorms,280,11.0,15,15.0
2354552,Male,2014-06-30 19:03:00,2014-06-30 19:30:00,27.2,73.0,tstorms,156,15.0,219,11.0
2354551,Male,2014-06-30 19:03:00,2014-06-30 19:12:00,9.2,73.0,tstorms,258,19.0,259,15.0
2354549,Male,2014-06-30 19:03:00,2014-06-30 19:09:00,6.65,73.0,tstorms,114,27.0,347,15.0
2354548,Male,2014-06-30 19:03:00,2014-06-30 19:09:00,6.7,73.0,tstorms,45,15.0,168,19.0
2354546,Male,2014-06-30 19:02:00,2014-06-30 19:19:00,16.166666666666668,73.0,tstorms,43,43.0,199,15.0
2354545,Male,2014-06-30 19:02:00,2014-06-30 19:05:00,2.1666666666666665,73.0,tstorms,68,23.0,73,19.0
2354544,Male,2014-06-30 19:02:00,2014-06-30 19:09:00,6.716666666666668,73.0,tstorms,344,15.0,234,19.0
2354543,Male,2014-06-30 19:02:00,2014-06-30 19:08:00,5.8,73.0,tstorms,164,23.0,52,31.0
2354541,Male,2014-06-30 19:02:00,2014-06-30 19:06:00,3.65,73.0,tstorms,289,19.0,118,19.0
2354540,Male,2014-06-30 19:02:00,2014-06-30 19:08:00,5.7666666666666675,73.0,tstorms,164,23.0,52,31.0
2354539,Male,2014-06-30 19:02:00,2014-06-30 19:14:00,11.983333333333333,73.0,tstorms,115,23.0,340,15.0
